Sl No,Date,URL,Review_Title,Author,Rating,Review_text,Review_helpful
7563,on 29 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=17,One Star,Saran kumar G,1.0 out of 5 stars,The juicer is really worst...It will not crush the fruits properly.,|Was this review helpful to you?YesNo
7564,on 29 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=17,excellent product,SATISH,5.0 out of 5 stars,excellent product worth it,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7565,on 28 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,Four Stars,Sujith Jacob,4.0 out of 5 stars,Good Mixer/Grinder at good cost.,|Was this review helpful to you?YesNo
7566,on 24 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,Four Stars,Amazon Customer,3.0 out of 5 stars,"Very good mixer grinder, but no jar locking mechanism like Panasonic mixer grinder, there's not use of the juicer extractor",|Was this review helpful to you?YesNo
7567,on 21 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,Excellent quality and robust.,Mani,5.0 out of 5 stars,Excellent quality and robust.,|Was this review helpful to you?YesNo
7568,on 21 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,Nice product,GOPAKUMAR MALLELIL,3.0 out of 5 stars,Oood,|Was this review helpful to you?YesNo
7569,on 6 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,the blades are not so sharp for last 2nd jar ...,Amazon Customer,2.0 out of 5 stars,the blades are not so sharp for last 2nd jar when we tried to whom do we need to connect,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7570,on 1 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,Four Stars,Amazon Customer,4.0 out of 5 stars,Worth for the price,|Was this review helpful to you?YesNo
7571,on 1 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,am happy with the product,Amazon Customer,5.0 out of 5 stars,brand new i got... am happy with the product.. with the service,|Was this review helpful to you?YesNo
7572,on 1 December 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,Loving this one,shekhar singh,5.0 out of 5 stars,Amazing product.A very powerful motor and fine grip on the surface ensures quick and comfortable mixing and grinding.The blades are made up of high quality stainless steel and chops even the hardest of stuff.I was told about it by one of my friends and I ordered it on Amazon to be delivered to my hometown where my mother started using it and she found  it is so nice that she kept it and asked me to buy another one and now I'm purchasing another platinum leaf for my place. A lovely productThanks PreethiThanks Amazon for timely and safe delivery.,|Was this review helpful to you?YesNo
7573,on 24 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,Four Stars,Amazon Customer,4.0 out of 5 stars,Good build quality. Good performance but more costly (around ?1700) than others.,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7574,on 22 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=18,Waste of money.,Amazon Customer,1.0 out of 5 stars,Waste  of money. product is not worth. In high speed smoke is coming from motor.,"|
      2 people found this helpful.
    
  Was this review helpful to you?YesNo"
7575,on 19 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Five Stars,Amazon Customer,5.0 out of 5 stars,Perfect at this price,|Was this review helpful to you?YesNo
7576,on 16 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Four Stars,Amazon Customer,4.0 out of 5 stars,good one,|Was this review helpful to you?YesNo
7577,on 14 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Better buy in authorized Shops,yoga,1.0 out of 5 stars,Please don't buy.,|Was this review helpful to you?YesNo
7578,on 13 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,preethi blue leaf- A purchasing NIGHTMARE,Amazon Customer,1.0 out of 5 stars,"worst quality product.just after 6 month usage ,these are the things happened to my preethi blueleaf. i'm absolutely stunned.!!! Preethi is quality disaster with this model.1-smoke from jar.food tastes like rubber.2-control panel came off loose.3-jars leaking for the third time after two rubber lining replacements4-plastic rotor came off from mixer.5-jar lid leaking through rubber liner.i throw it away in OLX for rupees 500 .NEVER AGAIN PREETHI .",|Was this review helpful to you?YesNo
7579,on 10 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Preethi: Utterly waste and cheap products company,Bhagavan,1.0 out of 5 stars,Very bad and cheap product.Got full smoke within 45 days of usageUseless company,|Was this review helpful to you?YesNo
7580,on 9 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Three Stars,shivanna.naik,3.0 out of 5 stars,its good,|Was this review helpful to you?YesNo
7581,on 7 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Four Stars,Amazon Customer,4.0 out of 5 stars,Good deal..,|Was this review helpful to you?YesNo
7582,on 7 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Four Stars,a mohamed ashfaque,4.0 out of 5 stars,Good product,|Was this review helpful to you?YesNo
7583,on 7 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Five Stars,V Govindan,5.0 out of 5 stars,A dependable kitchen item - prompt delivery,|Was this review helpful to you?YesNo
7584,on 5 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=19,Four Stars,Amazon Customer,4.0 out of 5 stars,Its OK,|Was this review helpful to you?YesNo
7585,on 2 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Five Stars,Amazon Customer,5.0 out of 5 stars,Wonderful product delivered by amazon..its looks great as described as ..go for it ..Thank you amazon..,|Was this review helpful to you?YesNo
7586,on 2 November 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Awesome mixer,Navya B A,5.0 out of 5 stars,"Really an getting reasonable price 3577, Mixer also very less sound nice grinding, high quality stainless steel jars, good juicer also. Really an happy to Using this mixer.",|Was this review helpful to you?YesNo
7587,on 31 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Four Stars,prakash Bhat,4.0 out of 5 stars,Good product happy,|Was this review helpful to you?YesNo
7588,on 31 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Four Stars,Amazon Customer,4.0 out of 5 stars,Good,|Was this review helpful to you?YesNo
7589,on 31 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Four Stars,Amazon Customer,4.0 out of 5 stars,Goog product,|Was this review helpful to you?YesNo
7590,on 30 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Best in its class,Yashveer Kamat,5.0 out of 5 stars,No tension for 3 to 4 years,|Was this review helpful to you?YesNo
7591,on 30 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Four Stars,Amazon Customer,4.0 out of 5 stars,best one buy at 3800,|Was this review helpful to you?YesNo
7592,on 28 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,perfect,velan,5.0 out of 5 stars,Very good product by preethi,|Was this review helpful to you?YesNo
7593,on 27 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Worst product ever,Aditi S.,1.0 out of 5 stars,"Worst mixer ever.within one month the rubber bush got burnt.after replacing it, all the metal bushes of all jars got burnt.waste of money.pl do not buy this.bought this from a store and not on Amazon","|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7594,on 27 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=20,Cheap Product,Amazon Customer,1.0 out of 5 stars,It is a horrible mixie. Makes a huge noise and is not worth the price,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7595,on 26 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,Five Stars,Amazon Customer,5.0 out of 5 stars,good,|Was this review helpful to you?YesNo
7596,on 26 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,Cheeting this product,Amazon Customer,1.0 out of 5 stars,"Don't by any preethi items.only brand name, un useful.don't wast your time","|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7597,on 24 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,Not much satisfied with the product,Amazon Customer,2.0 out of 5 stars,Received the intem next day itself. But unfortunately observed the speed of the mixer is same on all the settings. I felt that may be faulty rotary switch. But the service centre guy told even after changing the switch the problem persisted so he changed the motor itself. After that I felt there is a change in speed variation between 1&2 but there is no much significant difference between 2&3.,"|
      2 people found this helpful.
    
  Was this review helpful to you?YesNo"
7598,on 24 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,One Star,Amazon Customer,1.0 out of 5 stars,Product looked damaged either during shipment or it was a used/display unit.,"|
      2 people found this helpful.
    
  Was this review helpful to you?YesNo"
7599,on 23 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,Delivery of the product was super fast.,Amazon Customer,5.0 out of 5 stars,Delivery of the product was super fast..i received it earlier than expected.... the product reached us perfectly and Preethi mixer needs no recommendation... works amazing as usual..,|Was this review helpful to you?YesNo
7600,on 21 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,Two Stars,Meetu Jain,2.0 out of 5 stars,"Moter is powerful, but jar and blades are not up to the mark. Think twice before buy","|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7601,on 19 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,One Star,Amazon Customer,1.0 out of 5 stars,I have received broken product.please don't buy this product,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7602,on 19 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,Good product,Amazon Customer,3.0 out of 5 stars,Note bad,|Was this review helpful to you?YesNo
7603,on 17 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,but looks good and no issues so,Somashekara K S,3.0 out of 5 stars,little noice..but looks good and no issues so far,|Was this review helpful to you?YesNo
7604,on 14 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=21,Four Stars,Amazon Customer,4.0 out of 5 stars,It has come without bill and warranty card.  Please send it,|Was this review helpful to you?YesNo
7605,on 13 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Four Stars,Amazon Customer,4.0 out of 5 stars,Super!,|Was this review helpful to you?YesNo
7606,on 13 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Five Stars,Amazon Customer,5.0 out of 5 stars,"Very good item... buy it.  It is little noisy, but ok for me",|Was this review helpful to you?YesNo
7607,on 13 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Four Stars,shineesh ks,4.0 out of 5 stars,OK good condition,|Was this review helpful to you?YesNo
7608,on 4 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Product has defects,Amazon Customer,1.0 out of 5 stars,Noiced noise from the product. Returned it. Purchased from outside which is good.,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7609,on 4 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Five Stars,Rahul,5.0 out of 5 stars,Best buy compared to retailers shop. Product performance is extremely great.Worthy buy..,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7610,on 3 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,worst mixer,dps,1.0 out of 5 stars,We are using it for the last 3 months.It is very noisy... Smell of burned plastic from the first use itself.Jar is tight on the mixer. So it is very difficult for my mother to operate it..Totaly useless after 4 months.Not a good choice.I'm looking for some other brand...,"|
      2 people found this helpful.
    
  Was this review helpful to you?YesNo"
7611,on 2 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Five Stars,Krishnareddy Mandha,5.0 out of 5 stars,good and excellent product,|Was this review helpful to you?YesNo
7612,on 2 October 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Good product. But jars are small in size,Senthil,5.0 out of 5 stars,Good product.  But jars are small in size.,|Was this review helpful to you?YesNo
7613,on 28 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Five Stars,Lokesh Hyderabad,5.0 out of 5 stars,Been using for 2 months and working very well.,"|
      One person found this helpful.
    
  Was this review helpful to you?YesNo"
7614,on 23 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=22,Specious jars,Amazon Customer,4.0 out of 5 stars,It's good. Specially the shapes are bit different and I liked it. The only things the grinding smooth paste of coconut takes time. It doesn't happen fast. Otherwise it's very good,|Was this review helpful to you?YesNo
7615,on 23 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,0 stars,Amazon Customer,1.0 out of 5 stars,such a waste product. the small jar is leaking. 1 ltr jar got broken by itself because of bad quality of steel.finding customer care is very difficult. I have send mail to preethi and there is no response!,|Was this review helpful to you?YesNo
7616,on 19 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,Really a good Mixer grider with Juicer,Jayasree Roy,5.0 out of 5 stars,"Really a good Mixer grider with Juicer.It grinds very quickly and easily . Specially the small chutney jar can grind even very less amount of masala that we don't find generally in other mixer grinders. Even we can gring more amount of spices by attaching the attachment jar provided with the grinder. And the wet grinding jar is designed in such a way that , it is very easy to take out the batter from the jar. The wet jar is wide and we can grind easily any batter.","|
      6 people found this helpful.
    
  Was this review helpful to you?YesNo"
7617,on 18 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,Gr8 deal,Praveen Khetre,5.0 out of 5 stars,Thanks Amazon !This is one of the superb deal from you.My mother was very happy to see her favourite brand and model in such amazing price.Thanks for bringing smile on her face.,|Was this review helpful to you?YesNo
7618,on 17 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,Five Stars,Amazon Customer,5.0 out of 5 stars,The performance is super good,|Was this review helpful to you?YesNo
7619,on 16 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,good,Haseena,4.0 out of 5 stars,Product ws good but packaging ws poor,|Was this review helpful to you?YesNo
7620,on 10 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,Worth buying,Ashwin G Shenoy,5.0 out of 5 stars,Good QualitySpeed Delivery,|Was this review helpful to you?YesNo
7621,on 8 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,Duplicate item ..not a company item,Manohaari A.,1.0 out of 5 stars,not a preethi original..its a duplicate item.. very bad,|Was this review helpful to you?YesNo
7622,on 7 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,Five Stars,Amazon Customer,5.0 out of 5 stars,Super,|Was this review helpful to you?YesNo
7623,on 7 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,Four Stars,Deepak P.,4.0 out of 5 stars,Good product,|Was this review helpful to you?YesNo
7624,on 4 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=23,Five Stars,SRI HARISARAN S,5.0 out of 5 stars,Good one,|Was this review helpful to you?YesNo
7625,on 2 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Xcellent performance..,Amazon Customer,5.0 out of 5 stars,Excellent mixer. I hv been using for around 5 yrs... works xcelently even now,|Was this review helpful to you?YesNo
7626,on 1 September 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Worst Mixer Griender available in market....,diilip,1.0 out of 5 stars,"guys dont buy this as all parts are customized and non standard which can be replaced at preethi service centre only. I  bought 750 watt mixer grinder in chennai and letter on i shifted to delhi. afer 18 month some faults come in mixer and it stoped working. i tried to get it repaired it from local market but since its all parts are not standard and very cheap quality so shopkeeper told me that its parts are not availble in local market and it can be repaired at service centre only.i tried it to get repaired at four different shops but everyone told me the same.Preethi having service center in south india only , so i approached to preethi customer care , the y told me that it would take 15 day to send the parts from chennai to delhi for repalcements, i ordered for the same and waited for 15 day and called to customer care since no one came to me for repacement, the customer care people told me that i would take another 15 days to reach there since ther is heavy rain in Mumbai. i again waited fro 15 days but still no one approached to me. then again i called to customere care and they have barred my call. I tried to call them from another no and againg they barred that no too.It seems they dont want to provide services in north india and they are having worst customer care services.It past about 45 day and my mixer grinder is waste because it cannot be repaired here in north india. Now after 4500 of expense  the ony options is to buy another brand on mixer griender.","|
      8 people found this helpful.
    
  Was this review helpful to you?YesNo"
7627,on 29 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Very good product,marundeesan,5.0 out of 5 stars,Good product,|Was this review helpful to you?YesNo
7628,on 26 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Three Stars,Amazon Customer,3.0 out of 5 stars,Juice jar is damaged and is leaking.To keep up the reputation please check the products properly before shipping.,|Was this review helpful to you?YesNo
7629,on 20 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Five Stars,Amazon Customer,5.0 out of 5 stars,Goooood,|Was this review helpful to you?YesNo
7630,on 15 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Amazing piece,Reshmi Vinayan,5.0 out of 5 stars,"Wonderful product , highly recommended to anyone looking to get a good mixie.",|Was this review helpful to you?YesNo
7631,on 14 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Lovely preethi,Amazon Customer,5.0 out of 5 stars,Excellent product,|Was this review helpful to you?YesNo
7632,on 12 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Five Stars,Amazon Customer,5.0 out of 5 stars,very good.,|Was this review helpful to you?YesNo
7633,on 10 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Five Stars,trinadh,5.0 out of 5 stars,very good performance,|Was this review helpful to you?YesNo
7634,on 10 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=24,Worst mixie brand ever.,VISHNU,1.0 out of 5 stars,Worst mixie brand ever.uses aluminium winding which makes horrible noice. The product quality and performance not worth the price.,|Was this review helpful to you?YesNo
7635,on 5 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,Awesome Product,Antony Raju,4.0 out of 5 stars,Go for it...,|Was this review helpful to you?YesNo
7636,on 4 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,Five Stars,Amazon Customer,5.0 out of 5 stars,GUD,|Was this review helpful to you?YesNo
7637,on 4 August 2016,https://www.amazon.in/Preethi-Blue-Leaf-Platinum-139/product-reviews/B008LN5D4G/ref=cm_cr_arp_d_viewopt_srt?showViewpoints=1&sortBy=recent&pageNumber=25,Five Stars,Divya,5.0 out of 5 stars,The Mixi is very good.,|Was this review helpful to you?YesNo
